4287,22932
51412,399818
10896,51474
3066,8819
10693,148345
2886,9099
9532,25930
54039,167227
51802,79801
6428,10884
1329,51160
9266,90060
6147,51491
5354,200894
7474,388555
5609,55757
5601,92346
5885,266971
2043,2168
5900,386681
3846,11202
55844,134553
26057,90655
6610,27236
6638,10262
2199,4052
7088,23462
6634,6638
6631,337879
126299,221937
23219,85444
10312,79269
58986,386683
2622,57786
5354,83873
27350,57696
6348,7078
81851,337959
6602,64599
9711,29123
90957,386683
3093,145282
25895,55697
54205,55082
57456,151903
2577,51118
10313,129531
5685,5966
6207,54487
10412,84294
7078,80144
7381,7384
79727,84319
23764,60468
9615,145389
30000,66000
55120,337880
26279,55827
254950,337880
7029,83746
7905,344892
10868,28988
2662,23077
1902,53373
293,6583
64778,92196
1209,8302
199,79753
26960,116988
8473,29115
57348,128486
23637,25804
6812,415117
1857,8553
689,5422
10712,51741
9218,26064
114990,130106
5362,160065
4808,83987
112770,388650
23140,245938
2867,9917
2965,2968
339,3190
3920,7026
6397,25966
2549,8440
3249,25825
1409,8295
3249,79956
7802,343930
10534,25929
4223,84677
5796,8722
84889,116173
11178,152206
9450,83752
54819,246329
11332,84080
2274,57496
64651,168374
6317,7710
23358,57381
1186,54682
3835,55031
644,7059
6299,9618
4188,113178
533,729515
6158,64946
3660,54906
7716,51741
83606,137682
6583,79143
3000,439921
10794,56916
4037,23327
7545,84290
2302,5990
3885,116729
22944,79091
3836,4001
55035,339230
55813,150160
9815,79036
1962,23500
2209,284415
5156,337876
2783,10672
3801,342132
4038,201514
27202,375484
11140,55297
661,51082
92822,117286
8682,23211
4034,79993
8214,353323
161424,399947
25912,26538
126868,246329
54535,60412
8932,57473
55646,79759
57536,154796
7542,152519
26539,84919
11133,89953
24139,347733
55609,386674
25821,541468
30818,57126
9456,55845
81853,84950
8350,9555
3162,80332
11335,56980
3920,259217
5516,29966
6636,143884
6451,84307
8715,254251
55337,81851
7697,26468
23198,54457
7332,25820
6954,146542
10479,116173
3673,641517
8516,338328
7597,83902
2357,22870
7341,59343
968,4582
491,27020
55915,441525
8099,64753
9904,90326
5317,152185
944,116442
3710,148066
51661,440498
10376,133690
147339,147912
10687,254773
5746,51075
262,90203
51297,55731
64805,81790
9990,79669
487,201158
383,9403
9088,84975
432,5771
8192,57088
219402,100507537
2885,79720
26093,55660
25912,56098
4644,54819
2581,196483
1070,29984
3763,29100
10971,23328
9879,10975
64781,79734
57326,150082
6360,84196
51090,134288
26232,59084
25906,55781
57536,152206
738,23636
2705,55266
4867,8427
118813,169026
1327,8560
5650,55633
5430,81488
6583,84925
9412,51097
5683,25793
23122,27076
56106,56108
5584,165829
1269,1312
4904,28977
353332,389136
26091,114769
25777,148066
3216,146279
6904,203068
9694,55831
2934,7111
4437,5111
5565,5966
27287,337978
4952,144717
2925,57143
3187,4004
51650,389421
25959,254187
9801,51073
3185,57761
29889,123169
6288,56851
85012,340543
3014,79080
159163,378951
7681,8270
6168,692312
26258,55109
8761,400961
2298,8050
5308,337878
29777,57109
1653,25940
54543,100188893
2274,2965
5691,5693
9990,79570
1413,253260
10951,84708
1198,11140
1845,6165
3224,337966
3241,55334
84914,353323
49860,51184
7186,10551
996,8649
84851,159195
2253,64965
318,118932
80742,284695
30012,284325
4105,388951
81792,197131
56681,116841
51092,645104
11316,80258
27341,440686
9064,664618
9147,29889
55240,55588
4107,94103
10112,29924
208,4223
23160,84128
30001,51297
8717,10380
1001,56104
1003,6650
1240,79934
24144,284756
6189,9277
8655,10243
51728,55703
79645,84461
122060,339010
7533,51535
3187,337959
4108,4355
55002,152519
4212,6909
26538,374395
9646,192670
120379,353323
29942,353274
51087,83740
3097,23291
54955,220082
29119,85509
64951,79731
347688,399818
7316,55041
5354,6567
26747,56001
51604,79018
79022,84522
25788,84708
81488,548644
10600,84058
6812,55016
9863,118812
2104,84993
5045,59342
5275,8200
5591,114990
7389,728378
3117,6361
2,284207
1141,29940
9736,79862
5096,145773
6780,56969
79630,338707
23039,80777
58504,84306
970,79863
6189,55646
7051,26052
27350,55153
5337,11215
80178,541468
1203,403313
6804,56913
10513,10516
1474,1514
9833,440563
3737,56479
573,65125
80014,140735
7850,10640
2840,22845
6602,63915
3836,57680
6285,59343
54974,84708
3836,4686
1677,5586
6233,10127
114569,100130086
1667,9394
1962,9051
51564,84299
10695,139065
51177,283870
2258,84078
9218,153579
8777,84058
2835,92255
360,23312
10472,66002
23521,400506
4618,10763
640,6037
25818,347688
1736,6137
64781,101060226
6430,28998
168374,339230
9586,55954
23199,51179
1272,2217
27342,83892
5080,9295
8698,50628
23243,84916
27123,147409
2332,114327
3763,7348
973,7297
25880,56928
3836,6883
55117,55852
3958,57156
5414,124404
80764,81850
1142,7301
827,78999
10574,345651
6137,55646
10844,114791
91977,337973
6362,10954
7274,57085
990,387911
891,1020
7138,64061
4289,84502
1003,3032
10158,55340
80342,200232
23598,337967
3881,112802
9586,386680
8804,84078
999,1499
5064,84248
9255,10687
6878,129685
6636,64852
1140,1605
54865,80321
6733,64794
6502,8242
353514,388962
3198,81603
55544,129787
51574,57109
9802,57088
10099,113402
51592,150160
10687,23322
7589,386675
9054,57128
10381,27436
57693,92999
406,4059
5188,150248
967,199857
10282,65062
27229,440145
1291,3904
363,23463
958,91949
25807,64091
85291,353323
23259,80755
1838,79443
23060,25841
64764,90993
1736,6203
29967,84818
6157,8940
54989,55506
211,64147
5436,9775
2491,6137
6349,55959
11043,26121
57610,64795
80230,171484
57574,81573
4987,201562
1832,30815
9107,80821
6925,84807
6288,57602
23140,64806
1690,158062
9857,11116
6168,6838
4223,84294
3868,3887
3927,84248
6832,80742
56654,285966
4978,100507680
5348,56952
9254,245913
7135,79839
23291,81628
79753,494119
2189,2840
6820,27284
9439,219541
6484,79414
2512,6787
8553,9500
9218,340069
22845,57689
57144,84708
211,29765
10540,51164
4619,202243
2642,8487
1470,84681
9852,65982
56139,56140
80332,124975
64426,619279
54763,83541
6139,9933
5176,401138
3010,11103
51614,55238
26136,196792
6804,80195
3984,83752
1993,55602
4069,55761
220323,283870
29922,51421
8339,10428
3008,6209
4904,6189
9319,80778
1896,22845
6122,55035
79053,493869
27020,27352
221150,317762
3801,57594
6194,25873
1024,9412
527,85027
3992,11318
2938,2941
2840,57650
5305,114800
9063,135892
3916,55652
84376,644186
55722,55752
113174,285315
10490,160364
3716,27334
116173,256471
55275,55610
7532,23091
2867,144404
817,4108
10190,349136
2256,80205
2072,22984
3049,55093
9194,23513
4726,339175
3596,26030
4818,25805
200232,221938
6258,7376
3821,26020
5201,23588
3134,114659
2137,79630
5886,54754
8287,8651
3716,5133
257415,404220
23780,56341
4292,4784
51340,138046
79759,168544
6950,10238
487,79641
2671,222865
5708,5719
1193,8819
6317,51008
6386,55577
2207,169026
138199,102724594
908,79084
1153,5916
6786,55540
83849,200232
7325,27246
5523,9351
353142,440051
10668,219402
3815,7006
9862,23097
1207,90167
168002,375791
64170,388336
6542,10870
1452,58504
3006,9031
7103,64801
200081,100287171
5768,6102
51239,80139
830,51019
55149,140735
3416,22901
146691,404093
1967,5620
1861,4188
2664,339122
25777,285362
7163,51116
6653,245936
65078,115557
4680,54870
4501,317761
23294,27033
973,9027
23255,58533
60,29766
479,283870
7791,26267
54902,388336
5870,9648
90957,116412
55763,57511
7678,386681
6139,6733
6279,7982
1456,219931
23636,51317
7227,9112
8078,23111
11211,30000
91039,199731
6749,474381
4610,10902
90701,144699
4204,6161
29088,80742
23368,84823
11070,283578
166,3190
1017,8851
3691,57088
6305,10728
8874,9351
1917,2146
10485,23063
55238,91452
11068,55177
824,4046
2299,115572
4085,8178
11178,167838
6820,130540
8367,25842
6522,78987
5721,59286
7321,7323
3739,8514
10940,55228
54665,339230
23361,79661
79637,158297
5710,203562
8314,221937
7678,116115
8350,23468
1896,56134
4250,171019
202018,375057
2972,388633
3204,197131
9702,441376
5080,84285
5966,51700
25873,80135
4037,10908
1838,23636
57474,64753
7851,65117
9659,26539
910,11120
10057,55800
89790,400709
3452,55831
59353,84065
5989,9022
915,23334
4284,285613
2355,57597
2835,11194
10200,25926
22984,440563
9463,253558
6928,11281
9657,80184
9982,23361
80125,170082
5690,8313
1196,57035
5270,26085
10509,26985
57461,84129
7532,51599
4139,9623
545,1946
29925,132158
5692,5693
1947,54536
10087,135293
6273,8776
2867,27065
10682,64755
631,132320
21,56674
6583,81671
4589,10231
22914,80346
6317,7105
363,93273
10318,728378
2339,8073
6182,80221
5793,8099
7533,55633
22856,27122
146325,388818
5567,11215
3122,8034
6839,90933
56135,56139
10155,146540
2271,89857
113201,131616
6139,6194
4194,80317
84069,159195
815,51350
65003,400961
84126,200081
104,134430
11077,100128927
25831,57575
7251,57536
3155,5096
54751,81930
81858,201292
57060,84233
5174,285527
4713,200734
3892,55196
4439,9695
3912,6768
4301,7533
25801,92154
8666,8667
974,63897
8720,338328
521,253782
4300,137209
5827,219527
3263,81609
3842,29126
4283,4582
51379,283219
4041,339479
7069,9125
10960,50512
10874,116254
1527,5140
55178,57129
8676,9341
7869,101060226
5976,29896
3980,200558
5686,55122
1386,3801
9075,219854
23043,55859
3646,51386
1455,1456
9882,94241
55812,123879
7532,26115
10098,57215
84707,390792
4988,27229
11083,80351
5034,353141
81027,117166
25983,168544
10541,55892
9972,728741
8336,90957
25820,56987
6165,9793
2294,4107
80210,153579
3042,90070
11332,51035
1406,60682
210,79763
54940,55604
6590,117286
9295,22827
5819,8013
50628,83899
4824,7150
7570,56969
22890,57476
79993,728492
6627,51362
8575,9875
2139,6495
963,390212
55253,84553
164,55707
7205,84707
187,84720
57624,118812
5045,92370
9454,146325
1589,102724631
29102,55584
2259,25894
78991,80763
30008,374879
6165,9656
28973,51023
10682,64805
931,200232
399947,730755
55248,55738
657,10913
54849,147687
55254,55603
9735,27020
55142,80824
6518,55800
8629,79175
3884,55048
3846,353332
7248,344658
27145,57534
51075,79152
6135,64318
7871,27342
1163,1917
353142,402117
3303,100287171
7039,23032
23246,29777
6570,94107
9382,56606
64755,128486
54967,57542
9260,23493
10464,220929
3566,55813
55504,94039
8788,81928
3860,121391
4582,4815
153,9863
6253,399947
55014,83481
23151,79666
5073,80776
211,9724
9091,51255
4108,55837
79089,120939
10938,149371
22796,54951
7274,347516
9721,353332
166,79843
725,6787
11277,57709
5565,26003
7249,55370
4088,5045
8881,9925
83445,83851
3358,51194
439,23704
2823,3208
54487,84549
8503,23769
9498,51075
5073,342926
54205,54883
57574,84236
8398,27430
2274,64769
6810,390212
6628,6636
23555,93185
444,2928
6100,7851
6844,11112
340359,386675
83550,84975
29978,113791
11337,94241
23428,128486
7533,80851
5305,9221
51567,143379
3178,51073
25828,83606
545,10666
1875,26088
3987,7205
4277,9409
6310,256364
5268,65061
347733,400954
594,28663
51699,150684
967,116151
88455,284359
5354,7113
10597,54764
8985,26276
5445,153642
9527,9528
3014,6130
59342,348180
832,253725
7532,79074
1629,286097
302,312
7386,79979
6554,79139
29942,284695
29960,51050
23382,27123
54978,78987
1616,84319
7375,140290
6288,6289
9648,64753
79843,159195
8754,128821
64418,345757
11077,115399
2531,83862
125170,653247
6660,57684
2660,7572
51193,55093
23229,55138
386677,440050
5125,136853
6093,9475
145483,283234
9274,345651
5284,79650
1041,7409
55095,80131
7703,84733
8715,84749
51538,55506
51156,65989
5518,29888
10556,79897
7276,29015
2,94235
80262,84930
3730,56987
51107,55334
55666,112936
363,157753
6869,29956
3241,79027
2801,4342
132720,219738
10625,25819
92162,219854
55432,79714
9941,134701
197407,342132
11043,54764
9228,22839
55272,84262
28978,55092
6635,79833
2275,2637
23184,64241
6202,10884
133396,341208
2187,3570
8509,387837
1147,5616
84899,123264
84191,283578
8688,11336
26528,221424
2994,6252
5702,5710
6253,8995
1240,347734
28972,54210
522,65009
10206,51397
9370,65062
51087,140890
57700,63928
10020,448834
2050,54682
640,400359
25853,79892
8995,9950
51545,125115
545,4988
810,55071
2012,10567
30815,84659
23136,494119
10682,344892
4004,23648
4188,57474
9586,375791
10279,284110
2138,5780
7059,83903
3009,6189
55697,390916
7343,8344
7257,727851
57348,64781
9883,10106
23521,170959
9516,727800
23623,84217
3848,8688
4736,84186
9054,124989
3198,388818
81572,84851
7186,81847
1240,6487
1947,26953
27349,54148
23446,26262
6837,11258
2556,55761
1107,27350
5908,79019
6925,254359
6598,6599
6636,10081
2019,4591
7528,83895
28514,64641
9045,84298
5585,8665
10874,53833
55249,79039
9146,9500
7984,151963
2258,5916
55872,284467
11311,57185
23338,54520
54765,79101
3008,6730
64949,84273
92906,254295
9776,440738
404734,440097
23673,158747
146542,654483
3710,4879
51324,57085
9871,51177
10597,80006
5163,27074
6788,92597
4878,79133
2621,9450
6732,22985
9388,81027
4582,55238
6161,197407
9413,56996
6786,51141
8743,8793
55172,55506
9791,195814
5338,84868
3763,9409
9802,51741
27131,55138
23581,51077
6143,84864
30012,729250
51663,400961
1663,1947
11130,257236
6203,9730
58,117247
29974,113730
6278,7710
3055,386681
65062,255043
8688,55610
10006,155185
10516,55006
51263,78988
152992,200958
51098,114822
51399,79370
149461,161198
6431,55339
8543,54763
1788,1789
6903,56970
3963,6742
6122,55299
3055,8689
7415,84984
1196,7533
6565,8038
11043,147687
10668,55353
8816,10471
402,55773
9833,22902
84445,137209
3225,6273
1295,51729
53339,56882
114571,256471
5318,90060
10082,347731
3885,140258
392,23064
8744,100507436
22858,124540
56125,149175
5987,9605
4233,56961
5305,10768
55527,81627
7525,79019
6157,65008
6909,30000
55093,246100
1469,8706
9173,387837
11083,122509
2670,51297
9854,56135
3224,55805
553,2050
54879,56125
4488,30012
3312,64127
8214,58493
2866,7542
54845,729250
85293,140947
491,5737
23466,55226
6855,60314
3603,80125
5450,221662
2781,54331
6399,9846
1144,121665
50628,51324
3216,83892
8749,51251
908,57644
83942,619208
3915,22795
10763,117246
489,9498
4070,30000
1175,6453
112616,388633
905,27125
10169,92140
10988,65989
55285,348093
1755,6441
11339,146325
8239,11060
3192,11222
8747,55254
58491,117246
51765,254427
51701,386677
4802,6668
51619,81603
120892,728492
10152,84220
1474,79736
135,7133
84514,90701
10168,64753
3604,27230
1893,11112
6102,7296
6182,51264
6599,8110
6047,84231
9413,10712
5439,84643
11107,51121
80144,388125
8576,10381
5859,27185
10169,88745
2670,9734
2158,55181
5939,90480
55181,441046
7136,9040
162,63971
196441,284695
5435,54700
6407,91937
116135,286451
9051,285093
6629,57594
23317,26580
7203,57644
7805,9223
10612,84669
1788,9869
25936,57405
3306,9091
25873,222389
146956,158160
9618,57673
51531,112936
6571,9238
54879,148066
197370,493861
6160,6188
90557,727851
55144,57348
7750,23028
4713,4723
3557,51077
5739,121260
1830,79981
11077,59339
6330,10897
10948,284996
6223,10838
10870,79072
23429,653220
83895,440051
348093,373863
5655,221421
2622,246329
6273,54478
57511,81704
3115,220001
85458,112849
9230,57111
6137,10664
834,51742
9260,9457
5966,26525
50628,51506
89887,440295
3042,10648
8352,54751
8777,11228
55138,146705
5746,57106
54464,440563
6571,51478
140775,399818
91445,286451
6139,84864
6386,7314
4188,10464
26580,64801
8794,9772
1327,10463
3854,8687
845,56980
200845,100101629
3303,57496
6567,91252
124401,284086
25886,29115
7373,64374
1457,4297
5611,84059
6779,84975
23354,342574
56894,285282
7738,168544
23616,30011
3598,222068
26064,90678
27287,51741
1641,23281
79669,221496
115416,116835
2132,2137
10904,125875
10575,349136
7270,55228
3012,7508
11339,79622
356,50618
56270,84285
9219,54478
3956,5101
8635,10954
4928,55746
3589,3590
8543,23138
57655,163688
11243,55906
554,55676
2535,132724
166,10817
6208,51121
8452,25820
57567,79175
3489,6449
114882,391196
23299,170082
2312,4867
64102,84283
11336,149371
1041,9146
4887,23532
51335,54502
10008,26267
8687,23086
4725,51200
1295,10539
64924,152519
816,30000
79650,92747
6683,9798
55845,119032
9091,26538
4580,6564
10200,118460
9180,55507
9382,10466
283576,408263
5164,91683
5997,145282
5682,54471
7402,81565
6400,7078
23598,197407
10956,374378
974,80789
55697,166793
10121,51164
2256,6146
7533,51256
144811,440686
1054,23557
23567,56257
6207,55131
4216,10912
8540,64689
6840,388125
25876,337959
196,257236
4624,8216
92595,113878
23005,56159
64924,93190
1962,54918
10311,101928601
10919,51274
10992,84844
22884,100526737
54868,78987
3312,55709
7107,8448
3679,388555
4580,64755
3886,84080
7681,375791
3801,26012
55508,81853
51053,51378
638,27346
9791,440686
9241,23213
29886,55017
104,26354
1740,5275
10905,57348
7381,27089
479,728
6621,10765
54507,353131
444,5545
187,221955
27309,51684
79711,389384
55731,388818
9802,64744
23583,24149
6158,158399
4591,162963
4110,4715
5210,10971
5090,24144
6785,112616
1727,7805
1047,3822
22907,25873
7705,22883
1956,5445
6124,7153
27341,55536
967,162427
6124,23029
1947,10526
10694,84292
3592,3593
6202,51650
5599,27074
4250,51809
1062,83540
23521,56987
6385,55194
4052,4853
10682,11211
5174,9189
3382,51255
79161,219402
2206,144110
545,54910
9463,140290
2512,6305
8936,84289
6687,345757
3383,55871
9053,51191
25972,55157
55515,79583
5521,64855
9152,253782
1993,3608
28965,84894
55526,146862
6950,79861
1389,7329
554,256471
51087,84365
9554,84522
7314,9970
26020,51301
3312,55295
3801,26003
958,84342
7532,51564
9904,23521
79833,115265
9015,9982
2743,79908
51118,55851
9982,29903
4869,80135
6629,8175
202,149628
2993,7009
3575,26205
51635,197021
6181,92999
4300,55959
51006,100288797
5977,9711
84197,148534
3927,117144
10971,57679
2195,27120
219402,100288797
9702,200081
23304,80301
5522,51278
7434,7852
91977,130074
8517,54910
10286,55696
5669,7040
7518,200558
9497,165829
20,57574
1649,25828
2079,10929
6907,100507161
27315,375791
29954,146456
1643,150678
8568,122509
11338,22827
6275,7837
150921,344018
8638,91664
29074,65003
57159,64147
4212,386681
3192,28957
3489,144100
3667,7529
2314,23063
9818,63876
9282,9862
64949,92999
4795,84135
824,8481
10461,26232
6208,692312
83719,83896
1054,4302
27128,55644
80311,167465
54680,84851
79866,140735
26580,84866
7620,91039
6671,8907
51225,340527
10424,29100
51182,55135
346,27247
3507,57406
6442,54557
10380,728378
9855,257236
4809,6606
23005,81850
54472,337967
79072,81833
3698,3886
9993,148223
9146,147183
1059,29777
4343,55228
6950,64097
115795,246175
2670,283991
5533,11123
7103,56894
80346,144404
781,641517
199834,386675
6638,10594
10277,56140
10430,10682
6558,55016
4171,723790
3609,23378
51228,79058
200232,245939
23583,27287
3034,7710
3716,84125
8736,24144
91746,440563
9439,112950
4005,26205
10346,79666
2835,6526
84332,165324
4683,51032
4041,152816
7306,170959
2703,3684
631,23636
7277,10376
55588,221504
4690,644150
94030,346689
4037,79943
54665,54819
57722,135250
4714,4715
6449,9781
8689,286887
9690,494115
26578,199720
26747,50863
22906,89953
1809,55156
7009,146852
3952,3953
126353,150383
10155,79862
55646,139422
5129,26003
7189,7597
7629,22806
3881,117144
7532,196513
5568,246330
64849,493869
1411,10865
29777,64061
1131,9855
340527,645455
3587,64755
7069,55823
2707,286753
51081,57646
829,85379
3885,3892
146310,168850
9463,24137
2071,730394
10623,11023
3010,50809
6175,29889
2342,149473
2146,6774
1659,339230
5966,55110
3298,7170
2298,5518
10575,50717
26088,55722
59,83787
5027,5987
3489,83988
9592,727851
84376,157753
11275,55319
8073,54805
11137,29124
84648,85285
18,339541
134860,286753
1041,8665
11224,54665
7185,25959
367,53358
7566,51282
7571,91647
26995,51263
5877,83938
4105,91647
3190,83640
25894,83741
1173,8349
23294,390792
3885,90060
6130,6141
2289,5613
8676,90060
286,55697
55800,79053
56927,131578
55081,150737
5411,56949
4113,8394
3198,6343
57463,79064
8449,56849
1993,132430
286,4660
25820,116138
6522,9213
4250,56548
7678,9001
3850,541468
8891,55248
6259,57722
1003,9817
5204,119391
23277,83666
2993,63892
3786,51399
28663,54963
2634,3320
26086,84662
8139,79541
54971,729020
23333,57419
9179,55031
83899,353135
3359,57555
83901,386680
8417,23673
1947,10459
6386,102724652
2976,440563
1667,26018
6165,7536
10928,84376
283638,645455
23310,57147
815,5939
3006,8575
4528,51373
594,1088
6137,10199
2519,30000
3198,9457
23549,136319
8339,8970
386675,386681
9043,9189
6426,6434
10047,84058
9870,56110
5499,55607
3014,84460
3309,129804
10900,84080
2866,10447
26168,80036
7809,84522
6737,84708
27185,55845
164,1173
7188,387856
360,55340
347,200232
10302,170591
9463,80184
3915,51378
6273,57224
27249,51550
1408,4281
57532,387267
6768,10954
5087,90060
51116,64968
11017,51128
57474,123722
56850,84960
9404,54870
56652,124245
506,4923
79892,441525
3183,9667
4005,11178
9240,51545
6273,58490
78992,284612
5101,54958
51222,54815
5702,116461
3843,5620
29119,79818
7186,29994
59344,283385
6273,203062
3303,84335
9094,84747
786,120224
54931,79654
2537,51575
57456,79959
9532,9907
6175,6733
6829,57464
146212,345930
10447,116173
682,23332
9351,10413
973,84314
5125,10817
6013,135228
1406,23371
84514,92691
353132,353141
135228,317762
3416,4747
10775,138716
10279,51200
3014,51121
1407,8454
761,83862
6917,92579
22924,113730
6139,64963
1406,4909
6289,27141
9013,9361
10975,29890
6430,50809
1993,3009
1209,2840
9802,56957
80776,283208
2298,54902
2840,57143
51716,84293
200081,286053
57062,83740
9978,51130
6500,9815
5594,441525
5434,81488
58524,83719
8325,51092
5634,440275
1459,55105
5961,7871
3799,7533
360,4724
25820,51202
768,1465
51361,135398
9397,60672
11285,79630
57120,259215
26232,160418
10149,27229
9146,401647
8417,116211
9022,375056
25821,29781
57559,65125
51741,81857
5090,51029
3927,386681
8000,51390
605,84058
353134,440051
81576,114327
7205,79701
10462,53826
10933,347918
6207,55771
3707,8100
2840,9382
3162,92359
246213,286451
54507,337967
3066,54531
10214,90196
5296,23769
8517,84914
166,84662
6839,79813
3224,3232
4645,64395
6286,79541
1088,9215
83461,284427
2733,6175
8450,347442
64396,83932
9555,386681
53826,116441
114928,140890
6047,132625
4258,90993
54870,60682
359,51614
3299,8928
9258,157922
10903,91369
8323,283471
4878,23173
26330,51324
58524,729250
6275,9859
7186,9830
10933,146705
22976,80821
2705,27302
27343,84267
51324,100128927
29922,84662
126353,221409
6894,93377
55170,55631
4005,130026
2805,24139
10605,140886
89796,150160
22897,257236
54930,83548
9025,57594
25976,55905
9147,494119
51604,64795
2819,3420
5784,9223
8925,494143
10671,23099
54749,57205
6429,84311
1612,91289
26013,79813
9516,10318
9463,80304
11211,386681
6502,7314
740,144983
25949,55192
143884,283234
8449,57594
23353,83756
6637,55599
51230,284058
10100,203562
80829,286128
84549,117246
6870,25819
7161,55170
335,708
23404,84128
2530,338567
90060,115106
3796,127253
283849,345651
7852,29785
5819,5961
8541,91978
1209,51614
7534,10144
6348,10536
83878,142685
801,115265
3052,9019
5743,81562
3671,337876
7580,29775
6839,220929
54971,642843
2668,79018
51693,85021
1472,8706
26088,80817
1519,3827
1141,121665
126321,353189
10542,55004
1856,81839
526,90423
2688,84140
6273,84056
56829,57062
29775,90594
8907,9513
4353,30001
950,51458
64170,653689
9412,51586
10233,60558
5705,23172
6919,79036
3225,5450
23140,79740
254910,402117
7579,84307
55120,284325
1667,5641
6134,9841
22890,60313
9443,23389
2253,8100
8794,23673
932,85027
7311,282969
708,6141
7314,645104
54577,64781
3783,149111
10645,27145
54472,127544
51124,84522
712,5362
8336,9678
5702,548596
6426,6625
23295,160065
10664,51087
7142,10513
3542,30815
1455,9235
4862,51297
11017,54870
23281,342132
9465,54763
64805,148223
6455,112869
55559,135398
538,8270
